cuvant,definitie,parte_de_vorbire,frecventa
locuire,acțiunea de a locui permanent într-un loc,substantiv,23
hipertermie,creștere anormală a temperaturii corpului,substantiv,23
cubism,"mișcare artistică modernă de la începutul sec. XX, care analizează și recompune formele în volume și planuri geometrice, încercând să exprime simultan existența obiectului ca o totalitate, cu toate fețele, liniile și punctele sale",substantiv,23
stras,substanță sticloasă care imită diamantul și alte pietre prețioase,substantiv,23
shekel,unitatea monetară a statului Israel,substantiv,23
intervievator,persoană care ia un interviu,substantiv,23
biosferă,"Înveliș al Pământului, în care se dezvoltă viața",substantiv,23
atenuator,dispozitiv electric într-un circuit de transmisiune pentru reducerea nivelului unui semnal,substantiv,23
văicăreală,"Sentiment apăsător, de durere din pricina propriilor probleme și necazuri",substantiv,23
iurtă,"colibă din pâslă, din piei etc. folosită de nomazii din Asia Centrală",substantiv,23
specificitate,proprietatea de a fi mai mult specific decât general,substantiv,23
ceruire,Acțiunea de aplicare a unui strat de ceară pe o suprafață,substantiv,23
simian,subordin de mamifere primate : maimuțele superioare,substantiv,23
abdicare,Acțiunea de a abdica,substantiv,23
asuda,a suferi de căldură puternică,verb,23
prânzi,A lua masa de prânz,verb,23
decomprima,A reda forma necomprimată (unor date),verb,23
sacrum,"Os triunghiular (format din cinci vertebre sudate) așezat în partea inferioară a coloanei vertebrale și care, împreună cu oasele pelviene, formează bazinul.",substantiv,23
nacelă,Cabină metalică închisă în care se află echipajul și motoarele unui dirijabil,substantiv,23
amperaj,intensitate în amperi a unui curent electric,substantiv,23
popie,funcția de preot,substantiv,23
astrolab,instrument pentru măsurarea înălțimii aștrilor deasupra orizontului,substantiv,23
colecistectomie,ablațiune a vezicii biliare,substantiv,23
autogol,"(sport) gol în propria poartă, la fotbal",substantiv,23
patenta,A acorda (cuiva) o patentă,verb,23
exemplifica,"A lămuri mai bine o problemă prin exemple, prin fapte, prin gesturi.",verb,23
arhivar,Funcționar care înregistrează hârtiile intrate și ieșite dintr-o instituție,substantiv,23
năpârlire,"proces (periodic) de înnoire a învelișului corpului la unele animale, determinat de factori endocrini",substantiv,23
halon,"gaz incolor și rău conducător de electricitate, derivat halogenat al unei hidrocarburi, folosit în instinctoare",substantiv,23
kudu,Antilopă africană cu coarne în spirală,substantiv,23
cauter,"Instrument chirurgical de metal, în formă de bastonaș, cu care se cauterizează",substantiv,23
suprapopulare,"prea multă populare, populare peste măsură",substantiv,23
vântura,a separa de pleavă,verb,23
blenoragie,"Boală venerică infecțioasă, manifestată prin mâncărime, senzație de usturime, scurgeri purulente etc",substantiv,23
margraf,"Titlu de noblețe în Germania, superior aceluia de conte și inferior aceluia de duce",substantiv,23
pușcaș,Persoană care trage cu pușca,substantiv,23
fondant,Substanță care grăbește topirea componenților dintr-un amestec sau servește la separarea impurităților din el.,substantiv,23
chlamidia,"richettsie care infestează păsările și mamiferele, care cauzează infecții la nivelul ochilor, plămânilor sau al tractului genitourinar",substantiv,23
licantropie,Abilitate magică a unei persoane de a se transforma în lup,substantiv,23
batoză,"mașină agricolă pentru desfacerea boabelor din spice, păstăi, porumbi etc",substantiv,23
harponier,Pescar care aruncă harponul,substantiv,23
malaezian,Nativ sau locuitor din Malaezia,substantiv,23
macrame,"Un fel de dantelă făcută din fire groase de ață din bumbac mercerizat, împletite și înnodate.",substantiv,23
culpabil,care se simte vinovat,adjectiv,23
cătrănit,"caracteriyat de furie, resentiment sau ostilitate",adjectiv,23
poleit,(Despre obiecte) Care lucește,adjectiv,23
ciclotron,"accelerator ciclic de particule atomice grele, electrizate, în care aceste particule descriu traiectorii spirale într-un câmp electric alternativ, după care părăsesc acceleratorul cu energii foarte",substantiv,23
shimmy,Dans tremurat executat din șolduri și umeri,substantiv,23
vestală,"(la romani) preoteasă a zeiței Vesta, care întreținea focul sacru în templul acesteia",substantiv,23
yemenit,Persoană care face parte din populația de bază a Yemenului sau este originară de acolo.,substantiv,23
nouar,Carte de joc cu cifra 9,substantiv,23
îmbâcsit,Care nu dispune de aer curat,adjectiv,23
pastoral,"de la țară, câmpenesc",adjectiv,23
avanscenă,Partea de dinainte a scenei cuprinsă între cortină și rampă,substantiv,23
trunchiat,Care este tăiat în așa fel în care se termină brusc,adjectiv,23
conformism,"atitudine oportunistă, acceptarea necritică, mecanicăși supunerea formală, docilă față de orice obiceiuri, idei, hotărâri",substantiv,23
goy,Termen utilizat de evrei pentru desemnarea creștinilor (non-evrei),substantiv,23
indecizie,Lipsă de decizie,substantiv,23
viabilitate,"Faptul, calitatea de a fi viabil.",substantiv,23
neimpresionant,De o manieră care nu impresionează,adverb,23
bucal,(despre medicamente) care se iau pe gură,adverb,23
hârcă,scheletul capului vertebratelor,substantiv,23
șal,"Țesătură din lână, mătase etc., de diverse forme și dimensiuni, împodobită cu desene, broderii sau franjuri, pe care femeile o poartă pe cap sau pe umeri.",substantiv,23
întrebător,De o manieră întrebătoare,adverb,23
convulsiv,De o manieră convulsivă,adverb,23
înflorat,De o manieră înflorată,adverb,23
eufemistic,De o manieră eufemistică,adverb,23
sculare,Acțiunea de a (se) trezi,substantiv,23
dărnicie,Calitatea omului generos,substantiv,23
sfadă,Schimb de cuvinte aspre între două sau mai multe persoane.,substantiv,23
prolix,"(despre vorbire, stil) lipsit de concizie",adjectiv,23
energiza,a ridica la un nivel de energie superior,verb,23
stilizat,"schematizat într-o formă adecvată, în vederea obținerii unui efect decorativ",adjectiv,23
corcit,Produs prin încrucișare,adjectiv,23
psihotrop,care acționează asupra psihicului,adjectiv,23
împăuna,A se comporta arogant,verb,23
sărăci,"A ajunge sau a face pe cineva să ajungă sărac, a-și pierde sau a face pe cineva să-și piardă avutul.",verb,23
verticalitate,Poziție verticală,substantiv,23
urzică,"plantă erbacee din familia urticaceelor, cu tulpina și frunzele acoperite cu peri urticanți, folosite în industria textilă, în medicină și în alimentație",substantiv,22
seismograf,"Aparat acre înregistrează grafic, în mod automat, momentul, durata și intensitatea mișcărilor seismice; seismometru.",substantiv,22
scripcar,persoană care cântă la vioară,substantiv,22
asanare,Secarea unui teren făcută cu ajutorul drenelor.,substantiv,22
tonifiant,o cremă care curăță și tonifică pielea,substantiv,22
pleonasm,"Eroare de exprimare constând în folosirea alăturată a unor cuvinte, construcții, propoziții etc. cu același înțeles.",substantiv,22
cocoșat,Persoană care are cocoașă,substantiv,22
corală,"Cîntec religios, liturgic, pe mai multe voci.",substantiv,22
vitezometru,Instrument pentru măsurarea vitezei de deplasare a unui vehicul rutier.,substantiv,22
așternut,totalitatea obiectelor cu care se pregătește patul (sau locul) pentru dormit,substantiv,22
samsar,"Persoană care, de obicei în schimbul unui avantaj bănesc, face legătura între vânzător și cumpărător sau încheie o tranzacție între două părți, cu împuternicirea acestora",substantiv,22
axiomă,"Enunț prim, nedemonstrat, din care se deduc, pe baza unor reguli, alte enunțuri",substantiv,22
rentabilitate,Calitatea de a fi rentabil,substantiv,22
proroc,"Interpret al voinței lui Dumnezeu, capabil să prezică viitorul.",substantiv,22
îmbutelia,A pune în recipiente pentru a conserva.,verb,22
înrudi,A avea caractere (esențiale) comune cu cineva sau cu ceva.;,verb,22
inocula,"A introduce în organism o substanță, un ser, un vaccin pentru precizarea diagnosticului unei boli, experiențe, imunizare etc.",verb,22
propovădui,"A răspândi, a propaga o știre, o idee etc. (prin viu grai, prin presă, prin radio etc.).",verb,22
țâfnos,având o dispoziție nervoasă și neplăcută,adjectiv,22
desăvârșit,"(Adverbial) Fără cusur, în mod desăvârșit.",adverb,22
finețe,Modalitate de tratare a unei situații cu multă discreție și îndemânare,substantiv,22
ocrotire,activitatea de a proteja pe cineva sau ceva,substantiv,22
burdihan,Abdomen protuberant.,substantiv,22
calapod,"Vas, tipar, model care servește pentru a da unor materiale o anumită înfățișare, un anumit aspect exterior.",substantiv,22
îmbogățire,"creșterea în avuție, prestigiu, putere",substantiv,22
gazetar,"Persoană care lucrează în redacția unei gazete, care scrie ca profesionist articole într-o gazetă; ziarist, jurnalist",substantiv,22
harfă,"Instrument muzical format dintr-o ramă mare triunghiulară, pe care sunt fixate coarde diferite ca lungime și ca acordaj (dispuse într-o cutie de rezonanță și o consolă) și care sunt puse în vibrație prin ciupire cu degetele de la ambele mâini.",substantiv,22
indexare,acțiunea de a întocmi o listă pe baza unor indici,substantiv,22
abundență,"Cantitate abundentă de bunuri materiale, de materii prime, de bani, de obiecte prețioase etc.",substantiv,22
inflamație,"Proces patologic datorat unui excitant chimic, fizic și mai ales microbian și manifestat prin durere, temperatură, înroșirea și umflarea locului bolnav.",substantiv,22
direcționa,"A orienta, a îndruma într-un anumit sens.",verb,22
sclipi,"A răspândi o lumină slabă, de-abia întrezărită sau cu sclipiri ușoare și intermitente",verb,22
voluptuos,"Care inspiră sau produce voluptate, plin de voluptate",adjectiv,22
afabil,"(Despre oameni și manifestările lor) Binevoitor, cordial",adjectiv,22
înființare,"Acțiunea de a forma ceva; "" Constituirea comisiei de experți """,substantiv,22
prădare,Acțiunea de a prăda o țară în timpul unui război.,substantiv,22
concentrație,"(Chim.) Grad de saturare, de densitate al unui corp",substantiv,22
cofraj,Tipar de lemn sau de metal în care se toarnă betonul în stare fluidă,substantiv,22
juncan,Junc mai mare (între trei și patru ani),substantiv,22
rozetă,"plantă erbacee, din nordul Africii, cu flori mici, galbene-verzui, foarte mirositoare",substantiv,22
dumnezeire,"Ființă supranaturală, considerată în credințele religioase drept creatoare a lumii și cea care determină destinul oamenilor.",substantiv,22
declarare,acțiunea de a afirma ceva,substantiv,22
armoniza,"A pune în armonie, a face să fie în concordanță",verb,22
hipoclorit,sare a acidului hipocloros,substantiv,22
arabesc,"Ornament specific decorației arabe, care constă din combinații de linii și de motive geometrice sau din combinări de motive reprezentând plante (stilizate).",substantiv,22
antioxidant,(substanță) care împiedică oxidarea,substantiv,22
graur,Pasăre migratoare cu ciocul ascuțit de culoare gălbuie și cu pene negre-verzi cu pete albe,substantiv,22
secretomanie,Tendința de a ține lucrurile secrete,substantiv,22
capitalizare,vânzarea acțiunilor care dau drept de proprietate asupra unei proprietăți,substantiv,22
morfologie,Complex de discipline biologice care studiază forma exterioară și structura internă a organismelor plantelor și animalelor,substantiv,22
sifona,A trece un lichid dintr-un vas în altul cu ajutorul sifonului,verb,22
braserie,Local în care se bea bere și se mănâncă ieftin,substantiv,22
germen,"Corpuscul sau sămânță care, puse în condiții favorabile, se dezvoltă și dau naștere unei ființe vii",substantiv,22
extremism,"Atitudine, doctrină a unor curente politice care, pe baza unor opinii, idei, păreri exagerate, unilaterale, extreme, urmăresc prin măsuri violente sau radicale să impună programul lor.",substantiv,22
mușamalizare,Încercarea de a ascunde ceva scandalos,substantiv,22
bonheur,(franceză) Fericire și voie bună,substantiv,22
clubbing,"stare în care extremitățile degetelor se lățesc și se îngroașă, care este un simptom al unei afecțiuni cardiace sau pulmonare",substantiv,22
jăratic,Rămășiță dintr-o bucată de lemn care a ars incomplet,substantiv,22
oratoriu,"Compoziție muzicală simfonică de mare întindere, scrisă pe o temă dramatică, pentru orchestră, cor și soliști vocali și destinată a fi interpretată în concert",substantiv,22
coautor,autor împreună cu altcineva al unei lucrări,substantiv,22
șiling,fostă unitate monetară a statului austriac,substantiv,22
volant,"Piesă mare în formă de roată, de obicei foarte grea, montată pe arborele motor al unor mașini cu piston, care servește ca element de reglare a mișcării și de uniformizare a turației",substantiv,22
