word,definition,pos,example,commonness_zipf
heaviness,the property of being comparatively great in weight,noun,the heaviness of lead,2.59
evocation,imaginative re-creation,noun,,2.59
gusty,blowing in puffs or short intermittent blasts,adj,puffy off-shore winds,2.59
predominate,"be larger in number, quantity, power, status or importance",verb,Money reigns supreme here,2.59
understaffed,inadequate in number of workers or assistants etc.,adj,they're rather short-handed at the moment,2.59
theism,the doctrine or belief in the existence of a God or gods,noun,,2.59
douse,"put out, as of a candle or a light",verb,Douse the lights,2.59
sternly,with sternness; in a severe manner,adv,"`No,' she said sternly",2.59
predate,be earlier in time; go back further,verb,Stone tools precede bronze tools,2.59
recherche,lavishly elegant and refined,adj,,2.59
callus,an area of skin that is thick or hard from continual pressure or friction (as the sole of the foot),noun,,2.59
agitator,one who agitates; a political troublemaker,noun,,2.59
knell,the sound of a bell rung slowly to announce a death or a funeral or the end of something,noun,,2.59
maltreatment,cruel or inhumane treatment,noun,the child showed signs of physical abuse,2.59
toenail,the nail at the end of a toe,noun,,2.59
diametrically,as from opposite ends of a diameter,adv,"when two honest witnesses give accounts of the same event that differ diametrically, how can anyone prove that the evidence you gave was deliberately false?",2.59
unexplainable,not to be accounted for or explained,adj,perceptible only as unaccountable influences that hinder progress,2.59
transfiguration,(Christianity) a church festival held in commemoration of the Transfiguration of Jesus,noun,,2.59
unseat,remove from political office,verb,The Republicans are trying to unseat the liberal Democrat,2.59
nary,(used with singular count nouns) colloquial for `not a' or `not one' or `never a',adj,heard nary a sound,2.59
albedo,the ratio of reflected to incident light,noun,,2.59
sulphate,a salt or ester of sulphuric acid,noun,,2.59
jumpstart,starting an automobile engine that has a weak battery by means of jumper cables to another car,noun,my battery was dead so I had to get a jumpstart from my neighbor,2.59
undersized,smaller than normal for its kind,adj,,2.59
truthfulness,the quality of being truthful,noun,,2.59
faro,a card game in which players bet against the dealer on the cards he will draw from a dealing box,noun,,2.59
conceptualize,have the idea for,verb,He conceived of a robot that would help paralyzed patients,2.59
morsel,a small quantity of anything,noun,a morsel of paper was all he needed,2.59
decriminalization,legislation that makes something legal that was formerly illegal,noun,,2.59
fibula,the outer and thinner of the two bones of the human leg between the knee and ankle,noun,,2.59
jodhpur,a short riding boot that fastens with a buckle at the side,noun,,2.59
viewfinder,optical device that helps a user to find the target of interest,noun,,2.59
floater,spots before the eyes caused by opaque cell fragments in the vitreous humor and lens,noun,floaters seem to drift through the field of vision,2.59
guaranty,a collateral agreement to answer for the debt of another in case that person defaults,noun,,2.59
theocracy,a political unit governed by a deity (or by officials thought to be divinely guided),noun,,2.59
gingerly,with extreme care or delicacy; ; - W.S.White,adj,they proceeded with gingerly footwork over the jagged stones,2.59
empathic,showing empathy or ready comprehension of others' states,adj,a sensitive and empathetic school counselor,2.59
sprocket,roller that has teeth on the rims to pull film or paper through,noun,,2.59
immemorial,long past; beyond the limits of memory or tradition or recorded history,adj,time immemorial,2.59
drinkable,any liquid suitable for drinking,noun,may I take your beverage order?,2.59
prophylaxis,the prevention of disease,noun,,2.59
newsflash,a short news announcement concerning some on-going news story,noun,,2.59
concurrency,agreement of results or opinions,noun,,2.59
prophylactic,remedy that prevents or slows the course of an illness or disease,noun,the doctor recommended several preventatives,2.59
steeplechase,a footrace of usually 3000 meters over a closed track with hurdles and a water jump,noun,,2.59
colloidal,of or relating to or having the properties of a colloid,adj,,2.59
fondue,cubes of meat or seafood cooked in hot oil and then dipped in any of various sauces,noun,,2.59
flexion,the state of being flexed (as of a joint),noun,,2.59
slaw,basically shredded cabbage,noun,,2.59
gratified,make happy or satisfied,verb,,2.59
appetizing,appealing to or stimulating the appetite especially in appearance or aroma,adj,,2.59
madder,Eurasian herb having small yellow flowers and red roots formerly an important source of the dye alizarin,noun,,2.59
marque,a name given to a product or service,noun,,2.59
cybernetics,(biology) the field of science concerned with processes of communication and control (especially the comparison of these processes in biological and artificial systems),noun,,2.59
locum,someone (physician or clergyman) who substitutes temporarily for another member of the same profession,noun,,2.59
anyplace,at or in or to any place; ; (`anyplace' is used informally for `anywhere'),adv,you can find this food anywhere,2.59
unprocessed,not refined or processed,adj,unrefined ore,2.59
ganglion,an encapsulated neural structure consisting of a collection of cell bodies or neurons,noun,,2.59
calcareous,composed of or containing or resembling calcium carbonate or calcite or chalk,adj,,2.59
nocturne,a pensive lyrical piece of music (especially for the piano),noun,,2.59
burka,a loose garment (usually with veiled holes for the eyes) worn by Muslim women especially in India and Pakistan,noun,the Taliban forced all women to wear the burqa,2.59
acoustical,of or relating to the science of acoustics,adj,acoustic properties of a hall,2.59
rescuer,a person who rescues you from harm or danger,noun,,2.59
moiety,one of two (approximately) equal parts,noun,,2.59
unpretentious,lacking pretension or affectation,adj,an unpretentious country church,2.59
angelus,the sound of a bell rung in Roman Catholic churches to announce the time when the Angelus should be recited,noun,,2.59
peacekeeper,a member of a military force that is assigned (often with international sanction) to preserve peace in a trouble area,noun,,2.59
applicator,a device for applying a substance,noun,,2.59
inequity,injustice by virtue of not conforming with rules or standards,noun,,2.59
squabble,a quarrel about petty points,noun,,2.59
counterculture,a culture with lifestyles and values opposed to those of the established culture,noun,,2.58
bursary,the treasury of a public institution or religious order,noun,,2.58
adopter,a person who adopts a child of other parents as his or her own child,noun,,2.58
fistful,the quantity that can be held in the hand,noun,,2.58
geodetic,of or relating to or determined by geodesy,adj,,2.58
mistral,a strong north wind that blows in France during the winter,noun,,2.58
assistive,giving assistance,adj,,2.58
catamaran,a sailboat with two parallel hulls held together by single deck,noun,,2.58
gunslinger,a professional killer who uses a gun,noun,,2.58
electrocution,execution by electricity,noun,,2.58
poacher,someone who hunts or fishes illegally on the property of another,noun,,2.58
burqa,a loose garment (usually with veiled holes for the eyes) worn by Muslim women especially in India and Pakistan,noun,the Taliban forced all women to wear the burqa,2.58
subatomic,of or relating to constituents of the atom or forces within the atom,adj,subatomic particles,2.58
sacramental,of or relating to or involving a sacrament,adj,,2.58
forgetfulness,tendency to forget,noun,,2.58
drudgery,hard monotonous routine work,noun,,2.58
phlegm,apathy demonstrated by an absence of emotional reactions,noun,,2.58
anchovy,tiny fishes usually canned or salted; used for hors d'oeuvres or as seasoning in sauces,noun,,2.58
endometrial,of or relating to the endometrium,adj,,2.58
leery,openly distrustful and unwilling to confide,adj,,2.58
onetime,belonging to some prior time,adj,erstwhile friend,2.58
lessee,a tenant who holds a lease,noun,,2.58
sate,fill to satisfaction,verb,I am sated,2.58
feign,make believe with the intent to deceive,verb,He feigned that he was ill,2.58
albumin,a simple water-soluble protein found in many animal tissues and liquids,noun,,2.58
sone,a unit of perceived loudness equal to the loudness of a 1000-hertz tone at 40 dB above threshold,noun,,2.58
injurious,harmful to living things,adj,deleterious chemical additives,2.58
lodger,a tenant in someone's house,noun,,2.58
exhortation,a communication intended to urge or persuade the recipients to take some action,noun,,2.58
irrigate,"supply with water, as with channels or ditches or streams",verb,Water the fields,2.58
integrator,a measuring instrument for measuring the area of an irregular plane figure,noun,,2.58
usefully,in a useful manner,adv,extra money could be usefully spent on this project,2.58
